key,source,target
/A58A248642E2CCFE9BA84BBC8EA1CD67,,1A19 布里斯托圣殿草地站—伦敦帕丁顿站,
/EF9860D34A4806DEA6061DA6EE1BAAA8,,1A19 布里斯托圣殿草地站—伦敦帕丁顿站,
/4F53B6234DD906D082874188B1DDF0FE,,1A20 布里斯托圣殿草地站—伦敦帕丁顿,
/AF7DD3B345030F049809C389164A2FDC,,1A20 布里斯托圣殿草地站—伦敦帕丁顿,
/B6BC582C4B3D37B52A0586932184A00C,,1A20 布里斯托圣殿草地站—伦敦帕丁顿,
/B8BBEEAD48A90906B2C96AB0369E9A06,,1A20 布里斯托圣殿草地站—伦敦帕丁顿,
/4655B37A4E1994F580E04BAA61C5C309,,1A21 布里斯托圣殿草地站—伦敦帕丁顿,
/4746F83E4FC7CB071BAF13BC7768366C,,1A21 布里斯托圣殿草地站—伦敦帕丁顿,
/5D0C4CDA431EBC6FCACFBF89926C78A6,,1A21 布里斯托圣殿草地站—伦敦帕丁顿,
/68106DFF46A61FFB2E0761B8E45EA606,,1A21 布里斯托圣殿草地站—伦敦帕丁顿,
/43741D4141AD49664B303091D64B49EB,,1A22 布里斯托圣殿草地站—伦敦帕丁顿站,
/71B8BD3948D727C6E8B4B7A3E87028B8,,1A22 布里斯托圣殿草地站—伦敦帕丁顿站,
/559E15DD4F479DAD69FBC2AD26998D4D,,1A23 布里斯托圣殿草地站—伦敦帕丁顿站,
/711A868D4A20A5EEE309A59BDF1AD8B1,,1A23 布里斯托圣殿草地站—伦敦帕丁顿站,
/25E6F1354451FA258D985B8FF3E748C3,,1A24 布里斯托圣殿草地站—伦敦帕丁顿站,
/53FD2360416891F3AAA341A356AD053F,,1A24 布里斯托圣殿草地站—伦敦帕丁顿站,
/8E2974414B5AB610B3EF9CBEEBCCCA17,,1A25 布里斯托圣殿草地站—伦敦帕丁顿站,
/ACBDF6D74C4B53AA664D94809494C433,,1A25 布里斯托圣殿草地站—伦敦帕丁顿站,
/38A0B52B4AFB48F19EA2F598F06B0C7F,,1A26 布里斯托圣殿草地站—伦敦帕丁顿,
/402D0A184CB8C2D77ECA7AB21599A967,,1A26 布里斯托圣殿草地站—伦敦帕丁顿,
/9119A8744A884AD88D0E52AE7EB23DFA,,1A26 布里斯托圣殿草地站—伦敦帕丁顿,
/A400E2CA49EC742402F368AEF06AF4BC,,1A26 布里斯托圣殿草地站—伦敦帕丁顿,
/569A371047EAEDA26D8C7FBB6422DF4C,,1A27 滨海韦斯顿站—伦敦帕丁顿站,
/BB0C00D144F546597DECADA5461E3F20,,1A27 滨海韦斯顿站—伦敦帕丁顿站,
/36BAEE50475B5C1F875D3BB10B130D57,,1A28 布里斯托圣殿草地站—伦敦帕丁顿,
/5AC33BF949236B9FEB67E6A44826CEA8,,1A28 布里斯托圣殿草地站—伦敦帕丁顿,
/788CB41E4F33CDA81AFFF08B651C7D01,,1A28 布里斯托圣殿草地站—伦敦帕丁顿,
/8824AA764F5C2D75E435A0A97A7FD57A,,1A28 布里斯托圣殿草地站—伦敦帕丁顿,
/A826EB5A4AEC9D59633D5EA47DF2C307,,1A29 滨海韦斯顿站—伦敦帕丁顿站,
/EA679F4741691B1A3C8365878874457F,,1A29 滨海韦斯顿站—伦敦帕丁顿站,
/34989774428CE546FEBDC59DEB85C9E4,,1A30 埃克塞特圣戴维斯站—伦敦帕丁顿站,
/4D14F4C54B5EB151EAB4FB8347358382,,1A30 埃克塞特圣戴维斯站—伦敦帕丁顿站,
/4B65EDA44E1FA3D343E5628AF9F45B2D,,1A31 布里斯托圣殿草地站—伦敦帕丁顿,
/88D2173C4594103DCF2E7E9F7A7DBB17,,1A31 布里斯托圣殿草地站—伦敦帕丁顿,
/978F683D4F0B32945D4B1A9C76B1AEE1,,1A31 布里斯托圣殿草地站—伦敦帕丁顿,
/DB7CF1114E65C523D6194CAE4317F68D,,1A31 布里斯托圣殿草地站—伦敦帕丁顿,
/2EF7A83447F5B179E44F20A9D31CE47F,,1A33 布里斯托圣殿草地站—伦敦帕丁顿站,
/D9F5053647D88F4F1C7B7496FCDDC687,,1A33 布里斯托圣殿草地站—伦敦帕丁顿站,
/6D63773747064BBDF532029C85FC64AF,,1A35 彭赞斯站—伦敦帕丁顿站,
/F3A168274B3D6CD128193B8EC1EF9559,,1A35 彭赞斯站—伦敦帕丁顿站,
/27E3818E4E5853211620CDB5FEEDE34C,,1A37 汤顿站—伦敦帕丁顿站,
/382154614B80376013D8A594A8DCA3CB,,1A37 汤顿站—伦敦帕丁顿站,
/C434C8984F43293A2537669D2110A006,,1A40 彭赞斯站—伦敦帕丁顿站,
/6A018D21405405CFE9F568BCDE2D4E6A,,1A72 弗罗姆站—伦敦帕丁顿站,
/F4BDFDF44C32915F03E8CDA43D3C5CC9,,1A72 弗罗姆站—伦敦帕丁顿站,
/6775118840A81C0B9B8250B86CC548A7,,1A73 埃克塞特圣戴维斯站—伦敦帕丁顿站,
/EFD67F8141E90077F13DE5B7A9BFD9E5,,1A73 埃克塞特圣戴维斯站—伦敦帕丁顿站,
/375F3CF5403DFFCCCA2158B08CB98BB9,,1A74 普利茅斯站—伦敦帕丁顿站,
/7C919D0C41A16750D3EB64B5C91A1053,,1A74 普利茅斯站—伦敦帕丁顿站,
/9B3F46074EF70B31232FC0BC1C9B3260,,1A75 普利茅斯站—伦敦帕丁顿站,
/F884F712489B9C4ECBF7C6A9474CCE40,,1A75 普利茅斯站—伦敦帕丁顿站,
/B4F87EF64CA726E52E31349C5FE2A603,,1A76 彭赞斯站—伦敦帕丁顿站,
/CD2F26FE403F79C52824959AC2804D83,,1A76 彭赞斯站—伦敦帕丁顿站,
/A223C1C6455FF324603C2B9008589ECA,,1A77 彭赞斯站—伦敦帕丁顿站,
/DC36DB9B448812E0349DD3A0222181EF,,1A77 彭赞斯站—伦敦帕丁顿站,
/050CBBD343C745647798339F9E7E9DCC,,1A78 彭赞斯站—伦敦帕丁顿站,
/D42ED16E4A2F670697CC73B4AB77C8DB,,1A78 彭赞斯站—伦敦帕丁顿站,
/684F98E84FF705B5483892BBBB75A705,,1A81 埃克塞特圣戴维斯站—伦敦帕丁顿站,
/6D0CA86F412E40549DEEEEB8278BC03F,,1A81 埃克塞特圣戴维斯站—伦敦帕丁顿站,
/14668AD8483F27CDCDD9C78FBB79B0FC,,1A82 佩恩顿站—伦敦帕丁顿站,
/A36278C842E40A2E2CACD5917565F3B3,,1A82 佩恩顿站—伦敦帕丁顿站,
/2B85456C4CB5E2AC2953E89D28396C7E,,1A83 彭赞斯到伦敦帕丁顿,
/BCEF5A174100DAA634AE3C83D392B460,,1A83 彭赞斯到伦敦帕丁顿,
/BEC9163C4509691D7A07E3A6869E7437,,1A83 彭赞斯到伦敦帕丁顿,
/FB226BE84DCEE4C36D6C0A91654825D0,,1A83 彭赞斯到伦敦帕丁顿,
/7252AFAA4E76C843B2D9F0A6F2B335BA,,1A85 彭赞斯站—伦敦帕丁顿站,
/F11B7BFE4EA88D9471A8358EDCA04FA4,,1A85 彭赞斯站—伦敦帕丁顿站,
/57B372D5458282830111459101C34AC1,,1A87 佩恩顿站—伦敦帕丁顿站,
/836E1A9343ADF3440C654E8D6E8DC619,,1A87 佩恩顿站—伦敦帕丁顿站,
/10182D464F850C8B64A40186A30803ED,,1A89 彭赞斯到伦敦帕丁顿,
/6E2C86B443D65061C4606E8BDFED9A43,,1A89 彭赞斯到伦敦帕丁顿,
/756ED71F4608752DB51F88A0563F5633,,1A89 彭赞斯到伦敦帕丁顿,
/D5124D9F4F1C1BEB9DEF22A88AC0757B,,1A89 彭赞斯到伦敦帕丁顿,
/36A4B3E341936E78E0944CB02C6DB273,,1A91 普利茅斯到伦敦帕丁顿,
/5FF9A6204A2E30F6682693AC14179A2E,,1A91 普利茅斯到伦敦帕丁顿,
/8CB4E94B450F54352D028F917698ADDD,,1A91 普利茅斯到伦敦帕丁顿,
/CFA837F54C3E2C44C1833583A0BC5E66,,1A91 普利茅斯到伦敦帕丁顿,
/04284593453B48842D791FA14BB929CD,,1A92 纽基站—伦敦帕丁顿站,
/1E589BE9495A4A0C1152429DC90EAECB,,1A92 纽基站—伦敦帕丁顿站,
/170EFC08439D04B09318B3901BD3AD13,,1A94 彭赞斯站—伦敦帕丁顿站,
/2AC5B5E64AA16E73EBF2269EDD92DAD2,,1A94 彭赞斯站—伦敦帕丁顿站,
/849B25814F60432A87F8658B5758B281,,1A96 埃克塞特圣戴维斯到伦敦帕丁顿,
/BC36BCD5455F2B30465CA88D37B2AB8A,,1A96 埃克塞特圣戴维斯到伦敦帕丁顿,
/A75FB0304A5F75B8E194EF9456F20F88,,1A96 汤顿站—伦敦帕丁顿站,
/DF5B884C4BF4AE8D6ABCFC986EC78958,,1A96 汤顿站—伦敦帕丁顿站,
/31B930A24CBD444CC1D4E8A60C32E94E,,1B05 伦敦帕丁顿到斯旺西,
/95B7075F4438CBBF43CCA4A6C1FF715A,,1B05 伦敦帕丁顿到斯旺西,
/DE55AFD14710CF4BC6B8A3AD9E9389CF,,1B05 伦敦帕丁顿到斯旺西,
/A0C89EE646909C4ACFC10F9AEBA11ECB,,1B09 伦敦帕丁顿站—卡迪夫中央车站,
/F3A87CCC4A57645BBBB939A12E5F3F77,,1B09 伦敦帕丁顿站—卡迪夫中央车站,
/409D8AFC4C6192B455D1D4BC252FDF5D,,1B10 伦敦帕丁顿到斯旺西,
/7705C003479BFA0E852DCF9B8AB9FBC1,,1B10 伦敦帕丁顿到斯旺西,
/8CE8F21649FCEC5627766EBCCD9EA87E,,1B10 伦敦帕丁顿到斯旺西,
/F97012164785BDBA76CF2686E45C0572,,1B10 伦敦帕丁顿到斯旺西,
/096732334878E8BEF17701B5FB9C49E3,,1B12 伦敦帕丁顿站—卡迪夫中央车站,
/661193034CFBB7EBCD6DCF89EDC3CAA3,,1B12 伦敦帕丁顿站—卡迪夫中央车站,
/4FBED59C4B6E6938457B81A5E025D2BC,,1B15 伦敦帕丁顿到斯旺西,
/5850C444439F820AD940DCA03E431CA7,,1B15 伦敦帕丁顿到斯旺西,
/6883F2964BA845E69604E88E0088F797,,1B15 伦敦帕丁顿到斯旺西,
/AEA152F94C8595E46ED3059CD4FBFACB,,1B15 伦敦帕丁顿到斯旺西,
/3CA1D16B4B922B64FCECD38E5F773C15,,1B17 伦敦帕丁顿到卡迪夫中心站,
/7DEDCE7C45256782F1BCD5BC7B81F0DD,,1B17 伦敦帕丁顿到卡迪夫中心站,
/C2F0D73F43D9424A9E96E2A9AB5DE9D1,,1B17 伦敦帕丁顿到卡迪夫中心站,
/D205B3B242C6D88D4B8F35957596CDB6,,1B17 伦敦帕丁顿到卡迪夫中心站,
/1CFD318742EAA389AD4C459A259B7C1E,,1B20 伦敦帕丁顿站—斯旺西站,
/2644077D4BDEF1980856118AABC36174,,1B20 伦敦帕丁顿站—斯旺西站,
/7D1C1D7D49F80FF916D416BECE680B0C,,1B22 伦敦帕丁顿站—卡迪夫中央车站,
/FB539B414BBC491AE7B7B9AC278F490C,,1B22 伦敦帕丁顿站—卡迪夫中央车站,
/08BEE0FF4FDE88DB57A37F92F528B597,,1B25 伦敦帕丁顿站—斯旺西站,
/66B687AE44E7487401B7608041E08290,,1B25 伦敦帕丁顿站—斯旺西站,
/4867252D4677167528D8F88E660652BA,,1B27 伦敦帕丁顿站—卡迪夫中央车站,
/ADADBEC647F0B7805F870897AB2850BB,,1B27 伦敦帕丁顿站—卡迪夫中央车站,
/0D2C10BE45914710EE73509C6A4F27F4,,1B28 伦敦帕丁顿站—斯旺西站,
/4155BB654B82FDFB9076668B3723A74D,,1B28 伦敦帕丁顿站—斯旺西站,
/091F776C4F9B315A299F9488DAD6991F,,1B31 伦敦帕丁顿站—卡迪夫中央车站,
/59B45ABC45974F0DADAC5780FE33B9C3,,1B31 伦敦帕丁顿站—卡迪夫中央车站,
/1F147C824C70A8F92A410BB92A74D138,,1B35 伦敦帕丁顿到斯旺西,
/591F1877483538D5984866BAD84537E5,,1B35 伦敦帕丁顿到斯旺西,
/AF4D90694B7A031F3DE01884E1B80335,,1B35 伦敦帕丁顿到斯旺西,
/F72604DE45114BFF11A5F1A499EACD84,,1B35 伦敦帕丁顿到斯旺西,
/6F8096764245345D2114EC9D0EB25F79,,1B37 伦敦帕丁顿站—卡迪夫中央车站,
/F70416B146B66B73E49BCDB77AB5FB62,,1B37 伦敦帕丁顿站—卡迪夫中央车站,
/3337F11E499CCDBC411BBA9B6D0234B7,,1B40 伦敦帕丁顿站—斯旺西站,
/777B751B4850FB23A2FAC1B0334C5866,,1B40 伦敦帕丁顿站—斯旺西站,
/BA2ADC16420C8ACD7BF836A9183FCF6E,,1B42 伦敦帕丁顿站—卡迪夫中央车站,
/BE88625F49B9FE743671DCB6B3BD96F7,,1B42 伦敦帕丁顿站—卡迪夫中央车站,
/53291D6E465153B95403E0BF2FE0ACD8,,1B46 伦敦帕丁顿到斯旺西,
/6753A30E4A96D0313871EE8329D84149,,1B46 伦敦帕丁顿到斯旺西,
/75E3BB224EF952CDDBD7558D8B32A47F,,1B46 伦敦帕丁顿到斯旺西,
/E62F16BC4B1463722B6ECABAE97B3E16,,1B46 伦敦帕丁顿到斯旺西,
/76F1E3AD4947E8CD4583B2BA3CA1DA2E,,1B48 伦敦帕丁顿站—卡迪夫中央车站,
/A1DABDED40EDD99AAA23C784A16865AB,,1B48 伦敦帕丁顿站—卡迪夫中央车站,
/9988B38D49A203951465F89E0EF519EA,,1B51 伦敦帕丁顿站—斯旺西站,
/F343F91C44D6074415D6FFBCA2351CD4,,1B51 伦敦帕丁顿站—斯旺西站,
/E5EB72264EDF6B1A8FD7088ADA0CBD07,,1B55 伦敦帕丁顿站—斯旺西站,
/F9533CD4415C787BB4989DAFED69A2B9,,1B55 伦敦帕丁顿站—斯旺西站,
/37850C7940F33D4A4A77C2B464C057F6,,1B59 伦敦帕丁顿到斯旺西,
/514A8DBF4E25FBE8836023BC140B0AB3,,1B59 伦敦帕丁顿到斯旺西,
/6E5A40B145758D65D7AA97BDDE645AE1,,1B59 伦敦帕丁顿到斯旺西,
/A2D1A263474EE87153AD9496BDBEB01E,,1B59 伦敦帕丁顿到斯旺西,
/018CFACA4EAF18B28973FBA7C8B73C40,,1B63 伦敦帕丁顿站—斯旺西站,
/20C390AE45CD02C5EB891E8C17BA423F,,1B63 伦敦帕丁顿站—斯旺西站,
/26C4FA67438EFF89F14CDB849B641572,,1B69 伦敦帕丁顿站—斯旺西站,
/7167623B4C1C618FC4AB88812DCEED4D,,1B69 伦敦帕丁顿站—斯旺西站,
/8E6B6B7D40C1EB00520DF6A4973F9D54,,1B76 伦敦帕丁顿站—斯旺西站,
/C498C2924A4C58EBEE92648A60176262,,1B76 伦敦帕丁顿站—斯旺西站,
/56C81DA04ED82F161B94BCB227E59A0C,,1B79 伦敦帕丁顿站—斯旺西站,
/84AE4DF440EC6A7968D78096A469ED95,,1B79 伦敦帕丁顿站—斯旺西站,
/0459A96048F73EFE50BE6982D914302C,,1B81 伦敦帕丁顿站—斯旺西站,
/F7F6C2D549FE6C9B455A80A9C677765F,,1B81 伦敦帕丁顿站—斯旺西站,
/137720BD418BA4D6F8653D98F0A5A4A7,,1B88 伦敦帕丁顿站—斯旺西站,
/99743A684C908FB9C0B32AAB04067544,,1B88 伦敦帕丁顿站—斯旺西站,
/6BA4A5404B2E395D8E9521B2AC5C073A,,1B91 伦敦帕丁顿站—斯旺西站,
/CE426B1245D94C2F10DA189E076AABA7,,1B91 伦敦帕丁顿站—斯旺西站,
/604D7D4D482C6B79E17D42870EE2AD31,,1B94 伦敦帕丁顿站—斯旺西站,
/9CE64DD34D0AE931F0CA79B5BF2CBCD5,,1B94 伦敦帕丁顿站—斯旺西站,
/079369584C4B4E3AE951229695807308,,1C01 伦敦帕丁顿到斯旺西,
/534AABE64A78E912A3B1F5A367D0C34E,,1C01 伦敦帕丁顿到斯旺西,
/861A498E45D318F74169C7BACDF062F4,,1C01 伦敦帕丁顿到斯旺西,
/9F15565C472F8B18F56F02964595BFF1,,1C01 伦敦帕丁顿到斯旺西,
/36AE197D445ECC2A490711ABF9D771F7,,1C02 伦敦帕丁顿—布里斯托圣殿草地站,
/D06C50D74B8B61349FDB778C67A912A5,,1C02 伦敦帕丁顿—布里斯托圣殿草地站,
/E242FF9947A8196DB41F92AF41C8AE94,,1C02 伦敦帕丁顿—布里斯托圣殿草地站,
/E44F913447F61031573C35A2B03DDB9C,,1C02 伦敦帕丁顿—布里斯托圣殿草地站,
/F3BE39F44B15C55B8849F7975EDB29B6,,1C03 伦敦帕丁顿—布里斯托圣殿草地站,
/F98F385B48617F43E40148AFA4F90C0A,,1C03 伦敦帕丁顿—布里斯托圣殿草地站,
/FA46F4064344B2F40C0EEE8E589CF479,,1C03 伦敦帕丁顿—布里斯托圣殿草地站,
/FF4913F94956EC2CC6ECF3912AA04F35,,1C03 伦敦帕丁顿—布里斯托圣殿草地站,
/8B71361C4DA5CDB444C9AE99C6A5AB7C,,1C04 伦敦帕丁顿站—佩恩顿站,
/CB33CD764B14EDF1960C46BDCEEF0810,,1C04 伦敦帕丁顿站—佩恩顿站,
/370919EB4BD5995EED8F67A9E8F3A7EF,,1C05 伦敦帕丁顿站—布里斯托圣殿草地站,
/B1B0609F4D499F09FCF4078A43A52DF0,,1C05 伦敦帕丁顿站—布里斯托圣殿草地站,
/5130ECDC451EE8D72932238C712CA2BA,,1C06 伦敦帕丁顿站—布里斯托圣殿草地站,
/EF17BFD5440C31195E70E887E3810178,,1C06 伦敦帕丁顿站—布里斯托圣殿草地站,
/10D0DC40425E50B3BBD2E8A148DF2A77,,1C07 伦敦帕丁顿站—布里斯托圣殿草地站,
/2BDDC2584A1B7E4728E318A6E7501E18,,1C07 伦敦帕丁顿站—布里斯托圣殿草地站,
/D4ED6BA141912200425EAF851A8F2780,,1C08 伦敦帕丁顿站—布里斯托圣殿草地站,
/E298172B472FB5CDA53C40960292D209,,1C08 伦敦帕丁顿站—布里斯托圣殿草地站,
/0CEFA195417AE126D69AAAA945B29124,,1C09 伦敦帕丁顿站—佩恩顿站,
/4A0BA75A4268630F63D0AABF792C9639,,1C09 伦敦帕丁顿站—佩恩顿站,
/505999C543C3B424257DEF81E8B7D989,,1C10 伦敦帕丁顿—布里斯托圣殿草地站,
/93F741B747B95D8EF9E82685DA6811BA,,1C10 伦敦帕丁顿—布里斯托圣殿草地站,
/CD3F42ED437FEB963D2BF5936A6F04CA,,1C10 伦敦帕丁顿—布里斯托圣殿草地站,
/EF45124F4D57811A8CA32A93CF0F3746,,1C10 伦敦帕丁顿—布里斯托圣殿草地站,
/60311608421D8B0438A4D5B690E55305,,1C11 伦敦帕丁顿站—布里斯托圣殿草地站,
/BA3EC6834906E6ADA1D891BE32E53445,,1C11 伦敦帕丁顿站—布里斯托圣殿草地站,
/101748D84D8B96BCF1DB24A020C28E65,,1C12 伦敦帕丁顿—布里斯托圣殿草地站,
/5D96C6C149D77D31AA65208B938CF106,,1C12 伦敦帕丁顿—布里斯托圣殿草地站,
/8A96D5174F8CEC2C3FF200A51337E287,,1C12 伦敦帕丁顿—布里斯托圣殿草地站,
/F915B4924460AF16825500B86DA1F5F2,,1C12 伦敦帕丁顿—布里斯托圣殿草地站,
/24727DB84D65CFD563A2D681276BC70A,,1C13 伦敦帕丁顿—布里斯托圣殿草地站,
/4BA7C0214D842D9A6E4F1795D8D53596,,1C13 伦敦帕丁顿—布里斯托圣殿草地站,
/904717034873CA6AD85AEFAED938C90E,,1C13 伦敦帕丁顿—布里斯托圣殿草地站,
/E98F4BE64A0B4A17A51C19B1B56DA80F,,1C13 伦敦帕丁顿—布里斯托圣殿草地站,
