key,source,Translation
896C75034024FC6C698C2DA50124E4B3,125,125
F91935C34C4F3C536618A481F46209E7,125,125
CECD366243640271AAF8BDA556F13969,128,128
92D93A8D4470871615EF0C954495593E,12A<cf>BM6212,12A<cf> BM6212
D9145D7D4D32FA0BD918959EF52E4881,12A<cf>BM6212,12A<cf> BM6212
144C84A64736B9B4863862851FF182C0,12B<cf>BM5112,12B<cf> BM5112
895235594A9EC5FA737FFCBB2763DD5D,12B<cf>BM5112,12B<cf> BM5112
9B02DA5F4BF54F41C6A7F4ADB22BF0AE,12m 300yds,12米300码
7FDCF5F94788E6A31B70699764ACFA4E,12m 704yds,12米704码
C6E3324141D6289ED92FDBB2909A36FC,135,135
9990D4E849DB4CE60F49E1A9F1B47E01,139,139
FE5FB1364E2C088951E113BC4742ABC7,13m 730yds,13米730码
F6770F4B48A6B618C38636BE4E6F97B2,149,149
575151C04BAA2071E1341E8CF8063904,14m 330yds,14米330码
5A469DC541F830DAF202CB8B61CA4D32,15,15
80C6E48E4B226C69AFCCEE8725688730,15,15
A2D305994EDA97377CA9B4ACFF68BC41,15,15
87865D2342D99F280CE4B99A233F44F3,151,151
3410FEF146177E2F2A855EA1A07CCD1E,17m 1650yds,17米1650码
B049BE2B46AD03308B7BFBAB7A7317BA,18m 119yds,18米119码
FF6759D74D9F1284F5038490F201A3C4,18m 119yds,18米119码
1A76C00942A700859F2596AD04625257,19m 1540yds,19米1540码
725B113D440EBD19A91FB9A25FB559F2,1:100,1:100
BC6809234DA7F0937B81329DE990A963,1:1076,1:1076
634E003E4F7A0FB3FEF6709A0799E891,1:112,1:112
D15CF25D42A2AC4688C83DB4527D341D,1:1183,1:1183
1986B7A9408DE09B537ED2A51F6C4AA0,1:157,1:157
8BD35DA84851102A181317A6B7CC425F,1:162,1:162
428801E14430A10F06BEE89876D72D7F,1:1692,1:1692
FC549EDA460844A07A7E2BB9347CEE93,1:183,1:183
3AA2CAB247534F1D5574D383DDAD933C,1:232,1:232
C8D6C2CC48FD976481C08DA076DFC527,1:232,1:232
8AECD5DF4B0790D5320E60B041F464B8,1:240,1:240
CF21A1C54D28EF01156BAB881411BC32,1:279,1:279
60D39B944405F046660500A461B36517,1:318,1:318
1312CFCA4714892AFE4CD187DA143B0C,1:320,1:320
95B3959744BEE56264B9BE913099E43F,1:321,1:321
806785314102F54A70384E893CD20C98,1:327,1:327
0F7405EA44F2B198F6AAFAA2F02A1BA3,1:329,1:329
B02307384AF2D9D36DD23794B972AF9A,1:335,1:335
26FCE5CC4159E60405F4F98E081DA6B0,1:336,1:336
9BCA1B8A4BFAF28E1711B18E83F6CC81,1:336,1:336
1DD64F84492F86BEBCFA8CA5726413EB,1:400,1:400
0C1656BB4DF7BD004A011C8A135F974B,1:424,1:424
C1CB08564C27FB4DB265179F492BD02A,1:424,1:424
4A385DD04A687F6397EE3498ABD77917,1:645,1:645
B2A81531461DA97E8CEE96A2C37CE4C1,1:750,1:750
47A2224C4496E2200F96A78D4F29DBF5,1:767,1:767
497BB7D143AD9B072D5ECBAA3A0ADED3,1A<cf>BM6201,1A<cf> BM6201
9D5457C84AED84C985FBC4980DBC6C63,1A<cf>BM6201,1A<cf> BM6201
30278811405CC1392F49BB9BAF4CF526,1B<cf>BM5101,1B<cf> BM5101
8E85CB8642D1B055187C8E9CE06D3E79,1B<cf>BM5101,1B<cf> BM5101
F41C417B4647D7C618C9F2A481CC18DA,1m 374yds,1分374码
C285FAFE4FEB51D76D9785AC821F2DE7,20m 1034yds,20米1034码
1953623448C01D5F767091B084384C8A,20m 73yds,20米73码
AEF095734999C2A6891683B673F6B702,21m 420yds,21米420码
59631BC344232F428E689983A5CBC216,22m 396yds,22米396码
3D1AFEAF42475C9CB8CE6E80AAF74103,26MM,26毫米
061E5A1D478BF874297B48ABDEFD581E,2A<cf>BM6202,2A<cf> BM6202
5719511D4E87E48538ED439755BE1D4F,2A<cf>BM6202,2A<cf> BM6202
919EBFE34CD6512C64E2578BC908C724,2B<cf>BM5102,2B<cf> BM5102
DAEBF475407247737F592D8AAC5DC47C,2B<cf>BM5102,2B<cf> BM5102
B9F3CA1041A75E74AF1BC0B577A14EAE,3,3
C1E2DDF043F6A17595BE3F93F0D43543,3,3
E04B84A34F274178E4DEBFB8C5C165D5,3-5,3-5
23EAD212470ED1BBECA44AA4F63D1186,3-6,3-6
F90B7F14482A12806C2241928F3851E4,3<br>M<br>P<br>H,3<br> M<br> P<br> H
62AA158F48A25120B30F4598613C9305,3A<cf>BM6203,3A<cf> BM6203
AC70C5C94BDA11CB4F09B08CA82FB915,3A<cf>BM6203,3A<cf> BM6203
C19189E94DA03B2423C47FB940D6F68C,3B<cf>BM5103,3B<cf> BM5103
FE61334A43AA28F7F1F68C86EAD59417,3B<cf>BM5103,3B<cf> BM5103
39F77C9144B177B3DA9F188821A1CB93,3m 10yds,3米10码
C3E2680048BF7046C51D8EA296374CE7,3m 1540yds,3米1540码
CECB00584C6502CEC058CB9573923B93,3m 880yds,3米880码
58A8E1BB4C2E1E25EBE5ADBA6844BD71,4,4
67E6DDE347F57EF6BC7C66B0A5882449,4,4
8355B0334FC01951F25548AC5CFB3FB4,47MM,47毫米
0F91749C44804EDF90B414A2F68502B5,48MM,48毫米
BF95C72849C5708EF43F24B3EE109F1F,4A<cf>BM6204,4A<cf> BM6204
C4F1A5DE4A38DD68E64582AF82B87F7A,4A<cf>BM6204,4A<cf> BM6204
31440409488437A0D74C9D8CAA634CA2,4B<cf>BM5104,4B<cf> BM5104
7B5EE86D43A898BD74457DAE42B41561,4B<cf>BM5104,4B<cf> BM5104
0E78C64848E5CD1FE77080BBC97FFB11,4m 1078yds,4米1078码
653C7ECE44E986B6DEE7B986BB770D3D,5,5
C6EBDFCE4FD0C458607827B7384FC29C,"52.48197, -1.92418","52.48197, -1.92418"
E1BFBE874B85523865D72087DB8DABA8,"52.49613, -1.96039","52.49613, -1.96039"
447654A0450367A9B5B31AA5F2E3B15D,"52.49692, -1.97170","52.49692, -1.97170"
B091BC444295BC3DB921699E9582837C,"52.50070, -1.97811","52.50070, -1.97811"
6E0B3BC9434675CDF835FEAE906E8660,"52.50518, -1.99356","52.50518, -1.99356"
3CE59B764AF026E3E738C68D6F1B1DFA,"52.50720, -2.00703","52.50720, -2.00703"
50DE735744BF4E5ED6AB46BD1A9284EC,"52.51410, -2.02120","52.51410, -2.02120"
692D90AF41907159B65D93B7E544E6DD,"52.51632, -2.02384","52.51632, -2.02384"
385043E2409FA8B5A6E92486E4167E41,"52.52534, -2.05202","52.52534, -2.05202"
F904E35943C8CF0D65D5A5813072FB26,"52.52852, -2.06134","52.52852, -2.06134"
3671A5744B65287A5797F99DEB48D167,"52.52970, -2.06411","52.52970, -2.06411"
70B44D7A40D94D33B7567A940271B60E,"52.53364, -2.07501","52.53364, -2.07501"
63C44C954137B51DCC79CFA3307980E9,"52.55102, -2.08884","52.55102, -2.08884"
759CBA3F42BAA95FDC4635B7BC1ED89F,"52.55102, -2.08884","52.55102, -2.08884"
92A4251849265E2956940A909E0D0163,"52.56369, -2.09989","52.56369, -2.09989"
E782F035404F5EEDC449DA9323E271E6,"52.57392, -2.10649","52.57392, -2.10649"
E5F4A34044CEF05C8C5756B69C77FDAD,"52.57933, -2.10921","52.57933, -2.10921"
B3FA6C2D4FADE86814B780BCFC0C38AF,"52.58248, -2.11084","52.58248, -2.11084"
FB26F9714B27886EB2691F99A6DF7A58,"52.59342, -2.12411","52.59342, -2.12411"
A3B33D7747043D3885BC67A6D882AEF9,"52.60469, -2.12480","52.60469, -2.12480"
628228284622D8CE11E76E9AF0CE7312,"52.64587, -2.11822","52.64587, -2.11822"
5560F3DD452AB5F36339E9A9EE3B1B28,"52.65289, -2.11869","52.65289, -2.11869"
1A26BA4F4D8554781AE24FACF8F332E8,"52.65649, -2.11918","52.65649, -2.11918"
161838D04AE1992136117AB15E4BBC03,"52.67355, -2.12479","52.67355, -2.12479"
E254D67D4D271E350C8A668EF87495C6,"52.67592, -2.12554","52.67592, -2.12554"
7FC40A564D42F89CB92E7681FBB7E3E4,"52.68372, -2.12741","52.68372, -2.12741"
04DAAFC743C1BFD7C667BF89560AA38C,"52.69318, -2.12824","52.69318, -2.12824"
7FA7AE4B4C670D73FBF54E8A02AB663D,"52.70721, -2.12609","52.70721, -2.12609"
9C845AD241C77E232FEC55859C09086E,53MM,53毫米
89F17F274EA982B38CAC9CBFDA6DA3DC,5A<cf>BM6205,5A<cf> BM6205
F3AF33934C0D42D6B90B9F813F31555E,5A<cf>BM6205,5A<cf> BM6205
179032DB43DF3A0F53A6249BD45403CE,5B<cf>BM5105,5B<cf> BM5105
33B1B6E548E2753BBAD01AAE1872CC2A,5B<cf>BM5105,5B<cf> BM5105
8317D7964D7DFC7EA136BB97BE0CAC0D,5m 1740yds,5米1740码
4C25C4B84C856FEAA4A7BA84B5033145,5m 330yds,5米330码
23FC0C8A4FE48CD641AC4282D8A435A3,60,60
413858BF4708F3E5B0FA82A7A59EF87D,60,60
45BAE3AA43ACD7DB62176EB843162141,60,60
50AC6944424FF6C614356BB7895BDB08,60,60
540941CB4A570E81ED9AE1AED370B03A,60,60
81241C56480C643436FFDBB4A332613E,60,60
A8045B7649579F1A844DAFB10DB9789F,60,60
EBE3B7734E62796FE604639429017F0D,60,60
1826CEBD445BB3E7DE44159FB3ED4B98,63MM,63毫米
1E08934E41F75957DE81FE89A7C6FAFD,65,65
2936A6B743D658A4EC2E008793C60A23,65,65
3909BF1D4A3D0F151673B88285231BBB,65,65
3E5CCB3746205DAADA05A8BEECA467D8,65,65
412592BA4DC532FC695E829B632FD304,65,65
D1AA0165411CBA1B8F7D98AB6E47CA3F,65,65
3E70E461417117AC9F833F9FC368D100,66MM,66毫米
911AD8A249F754E2C6CE8093C49ADC84,6A<cf>BM6206,6A<cf> BM6206
D420CAF9437241BEB9A055B4D36C012C,6A<cf>BM6206,6A<cf> BM6206
011BC48F4EB09D02DAA965B0082FAC62,6B<cf>BM5106,6B<cf> BM5106
40A8C83F46EE8F83B646128760C8B901,6B<cf>BM5106,6B<cf> BM5106
D52D775344FE46B82125DFB77205441B,6m 286yds,6米286码
EDC2008F4E9487E795ECAE9252970588,78MM,78毫米
0D8494DD4851C0DBFCDFF8809F2BE411,7A<cf>BM6207,7A<cf> BM6207
0E1BE8534420A92B8F90A69E1BE789E1,7A<cf>BM6207,7A<cf> BM6207
7A3F928D4C4DC9C66085BAAA4CEB7C1B,7B<cf>BM5107,7B<cf> BM5107
F2C3AB654A520C6472E47DA2A256E45B,7B<cf>BM5107,7B<cf> BM5107
9805AED74C50C0CDAE4BDC89D1E6D4D4,7m 1660yds,7米1660码
75D679874D5A2EFBA91FB5A7C345F5A0,7m 860yds,7米860码
13C6DAD345C74609BB0965B6C20B5791,8,8
F70B7B444968BCF14A96D397E4C475EF,8,8
FFF72FE34221B2BBE39A8BBB0949E791,8,8
93C9AC104B2FFAB9869144B52B01AD97,8A<cf>BM6208,8A<cf> BM6208
E901DC66476EA90CAB6135A8512B40DD,8B<cf>BM5108,8B<cf> BM5108
4D1E89AE4D0BC2073A5B1C95F88CBFDE,8MM,8毫米
700FF323427359616C64218EB98744DA,8m 154yds,8米154码
209C05754204E9BBCA2F55B7D9F411B6,9,9
0683AE9C4DF9ED5389FEA5ACE3E0C959,92MM,92毫米
AEFE06A14D0133DE8CEBA9850FEC27AA,94MM,94毫米
B017367C49361F50244E20AE0AD49B8D,9A<cf>BM6209,9A<cf> BM6209
BC3FA42F48D1F389720B9ABF76733515,9B<cf>BM5109,9B<cf> BM5109
24F482F6442853462DECAAB7F13AA29F,9m 1740yds,9米1740码
699EDDD74BE51965759D2F938C6C218B,9m 1740yds,9米1740码
17AC091241AD8A89B6967E80521A3D04,A457 SOHO WAY,A457 苏豪路
2A47364B4DE63E03EFA782B1E4907236,AB1234,AB1234
3BCD837841D86473C636B4B053F46618,AB1234,AB1234
F18F76524084509DC58BA4A64AF3A036,AB1234,AB1234
0A3557D94D22A404F312E58DBFA13F6E,AB9999,AB9999
972B4F8C496AA7747DE9ACADAC80DBCA,ANCHOR ROAD,锚路
E04C29C34A59D6B0A60CA985CD56CA0B,ANCHOR ROAD,锚路
75903EA345353B744A33349CF1436943,ANGLO-AFRICAN<br>INDUSTRIAL ESTATE,盎格鲁-非洲<br>工业园区
3807F2754198EE5708A903BEAA1B318C,Albion Sidings,阿尔比恩侧线
8291ABEB4E7F02D5BBC450A84650FAD2,Albion Sidings,阿尔比恩侧线
B82FF49444CA40068AA6338A58B2DEFB,Albion Sidings,阿尔比恩侧线
E9F04E2B448C2526CEFDCAA61FC0F98F,Albion Sidings,阿尔比恩侧线
FCFFADB240D172021DFF1689573681EE,Albion Sidings,阿尔比恩侧线
B722FC5E488E2C36D60CD785146F1E2E,Aston Platform 1,阿斯顿1号站台
E42DC546489DED39832B6FBAC54E7612,Aston Platform 1,阿斯顿1号站台
15B0D3D14A0A14EADFA0ED936C844328,Aston Platform 2,阿斯顿2号站台
6370CA904EEE794FE43BEFA9D7875FFD,Aston Platform 2,阿斯顿2号站台
92322DFD43E2C12C9C298080182728CC,B16 8EP,B16 8EP
E3F068FF47ADF8805F68C78D987CF3E6,B66 1BA,B66 1BA
B70E6A5B44FE4FB96C8912859705841F,B66 1QQ,B66 1QQ
69D63E434A981041CCB80A9325AA8E72,B66 1RB,B66 1RB
6C58222F482492EEFA26D4B3BA97FDCC,B66 3JH,B66 3JH
A13D87DE46423D9117BB088536BE15BF,B69 3EX,B69 3EX
2FFF6E92463FA0B75F833CA4DB6B794A,B70 7LB,B70 7LB
30DE742244837CB41578F68D53C4AE86,B70 9DT,B70 9DT
272CCAD042CF11A7AB5E9FB41AC4C24B,BIRMINGHAM,伯明翰
4DB1C5804F762EB7C59C349E1929F1AE,BLOOMFIELD PARK,布卢姆菲尔德公园
20A2BF714968DA9201B230BEBD64E72B,BRINSFORD LANE,布林斯福德巷
FD01E55E428301EE0E060E8C21CF36D5,BW4282,BW4282
D82DCCAC4CF2C85F57265FBA5FBB9BE5,BW6280,BW6280
B623A1004CC144784EED1982D2FF694A,BW9284,BW9284
F9FBB60448356022185C7D97AB510D31,BW9286,BW9286
00D106FE4CCD3E2C07F9B38E581C0250,Basford Hall,巴斯福德庄园
BCBAF867460581C5C56FEB99D845EE19,Basford Hall Arrival Line No1,巴斯福德大厅到达线1号
E1A4A54E46B3C92D1EF9BF86720AAC90,Basford Hall Arrival Line No2,巴斯福德大厅到达线2号
F10052D64C9F557C5FDF9EA84E31A945,Basford Hall Down Fast Independent,巴斯福德大厅 快线独立
A769C44040D497DB4755A192103305ED,Basford Hall Down Slow Independent,巴斯福德大厅 慢线独立
595A239C47452438E2E4B9A54AD3406D,Basford Hall Siding A,巴斯福德大厅侧线 A
2A6DDEA340339B0CC6998C90CD644DCA,Basford Hall Siding H1,巴斯福德大厅侧线 H1
EA26BEAA47D02EEEFD338CAA1733FB71,Basford Hall Siding H2,巴斯福德大厅侧线 H2
50708E7747147C31A1FF6BB202551BC0,Basford Hall Siding H3,巴斯福德大厅侧线 H3
FD7C80BB4B3F531F3F425583D621F82E,Basford Hall Up Goods,巴斯福德大厅上行货运
FE7F6B694A0E70A92BAB5594A862F601,Basford Hall Up Independent,巴斯福德霍尔独立
814EA4D745259081FFD8838F86F1D067,Basford Hall Up Through Sidings,巴斯福德大厅穿过侧线
C26F83534E3DF6BD95AF8B9C28D29FC0,Bath Row Tunnel,巴斯街隧道
FBC73AC14F5D6A63543316BD7EC011E0,Bath Row Tunnel,巴斯街隧道
780D9C4547A77C966595918F65BDEF63,Birmingham New Street,伯明翰新街
DF21706F4FD1C87B3597FF872AB4AD6D,Birmingham New Street,伯明翰新街
E3D44D824CE7F5D35AD3A383D0CF898A,Birmingham New Street,伯明翰新街
0C23E4784341BF76F68433A75D8CAEF4,Birmingham New Street No.1 Siding,伯明翰新街1号侧线
3C53F9294A2B4A3BBB6D7A89B165DC68,Birmingham New Street No.1 Siding,伯明翰新街1号侧线
40006B3B4021DB0F025284A859A2EA62,Birmingham New Street No.1 Siding,伯明翰新街1号侧线
89E334C248844C574C7BF5B677FF0E49,Birmingham New Street No.1 Siding,伯明翰新街1号侧线
AF5FC4D54FA63D1AD1646EB1A87F36EC,Birmingham New Street No.1 Siding,伯明翰新街1号侧线
BF81811046D35F9ABC9C249A97FA9459,Birmingham New Street No.1 Siding,伯明翰新街1号侧线
56F3CFFC47B4991E8DC2A7874C040EA0,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
5BB5D1F24124DBCA975112BD1D1E4CD7,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
630AB7F14375F698F2AE30888027D977,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
716A7B36445167AC3A97E9AB226FFA9D,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
7CCFA9C6459EED12162C518DEEF212C0,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
A38B7CE644A127F65DE011A9A7BB5B5F,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
D173821A4603556CB47315BFE4205B0D,Birmingham New Street No.2 Siding,伯明翰新街2号侧线
1639605A41EBE9CB8B90AD94F9C1C20E,Birmingham New Street No.3 Siding,伯明翰新街3号侧线
1A4BF2894D52C9AB54C0BAAA79440A4B,Birmingham New Street No.3 Siding,伯明翰新街3号侧线
6A292F194344A9C8F91F3BA684204CC8,Birmingham New Street No.3 Siding,伯明翰新街3号侧线
96630C1B4EBCA5827536419DF1E81A31,Birmingham New Street No.3 Siding,伯明翰新街3号侧线
D3641DCB482CE51D249200B467B86436,Birmingham New Street No.3 Siding,伯明翰新街3号侧线
03ADA17D4D34CEA882D05D87869CE671,Birmingham New Street North Tunnel,伯明翰新街北隧道
0C1BBA85467EDF13EAB031BEE4652C70,Birmingham New Street North Tunnel,伯明翰新街北隧道
1D25FB814C4C8E7960E5609AEC44B68F,Birmingham New Street North Tunnel,伯明翰新街北隧道
25E6F4614A30566139759F8995DC83A2,Birmingham New Street North Tunnel,伯明翰新街北隧道
35917E074A15CCA240EB3198213DE2EB,Birmingham New Street North Tunnel,伯明翰新街北隧道
46EDE5834ABF6ECD7F84F69B52E9568D,Birmingham New Street North Tunnel,伯明翰新街北隧道
62EDA2F04DD191BEF4E4A39DE59D4645,Birmingham New Street North Tunnel,伯明翰新街北隧道
6DF763F14471507242B2E09AAD413DB8,Birmingham New Street North Tunnel,伯明翰新街北隧道
8E6DAB824598B5A2193EB2BA3F2DB7B3,Birmingham New Street North Tunnel,伯明翰新街北隧道
9EC8D33945F73A5563E6F7BFCB89E70D,Birmingham New Street North Tunnel,伯明翰新街北隧道
ADA0D8914DA1262F26E08FA6AF81EF27,Birmingham New Street North Tunnel,伯明翰新街北隧道
C0DDAE4B416D493B78F9CB9CEA494E0D,Birmingham New Street North Tunnel,伯明翰新街北隧道
D64159A84F84B942367B7FBF90128ABB,Birmingham New Street North Tunnel,伯明翰新街北隧道
D93122014DD5DAD86BEEF68F4D72A466,Birmingham New Street North Tunnel,伯明翰新街北隧道
E3459F7D4ED5200A700C808AC706D5D3,Birmingham New Street North Tunnel,伯明翰新街北隧道
E65614684EF4D6459840A29A880A3B2B,Birmingham New Street North Tunnel,伯明翰新街北隧道
F2C008D24077F940308E11BEA6C21EDB,Birmingham New Street North Tunnel,伯明翰新街北隧道
F55A80504313291C120F08AB2B7ECA77,Birmingham New Street North Tunnel,伯明翰新街北隧道
F60A3BFC4E0C1C5918883185B3E524F9,Birmingham New Street North Tunnel,伯明翰新街北隧道
0871A3A849DE939C2DD624A7EDA2ED5F,Birmingham New Street Platform 01,伯明翰新街站台 01
246727AF4343459945C817AB390D50C4,Birmingham New Street Platform 01,伯明翰新街站台 01
2627954C47980EC93FD58B94DA1E935B,Birmingham New Street Platform 01,伯明翰新街站台 01
32218A464E758BE755D839BBC49494BD,Birmingham New Street Platform 01,伯明翰新街站台 01
38FA0A1E4D78097AF72159864606032C,Birmingham New Street Platform 01,伯明翰新街站台 01
77C621D14DDD06AC6AB0C9B6E338CEA2,Birmingham New Street Platform 01,伯明翰新街站台 01
7F9BC26342D26F8373AD77AE4C095507,Birmingham New Street Platform 01,伯明翰新街站台 01
9FF5E0F14F6BC74262368487B1F7CA73,Birmingham New Street Platform 01,伯明翰新街站台 01
B1B921784F51FDA1E5515FA762F71655,Birmingham New Street Platform 01,伯明翰新街站台 01
BE63A4514F5A9C7A52C9F7B63FB78734,Birmingham New Street Platform 01,伯明翰新街站台 01
CA1FD0B147989349578C61A8592D671D,Birmingham New Street Platform 01,伯明翰新街站台 01
CAD94D6F49DB4DC2DAE6ECBF31DCCEA9,Birmingham New Street Platform 01,伯明翰新街站台 01
D5805FB148EF408F207E3BA367DB1CD4,Birmingham New Street Platform 01,伯明翰新街站台 01
F6E4E4D0424F0A501EC24390D56D683E,Birmingham New Street Platform 01,伯明翰新街站台 01
067D88324032863201247091C8722B92,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
08270C4144B33B6093A61E95E2646658,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
3886FA0D4EC5BCCD0A02C8837647B50D,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
396DC4074A4144ABA6BC27ACC84C7648,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
3F30018F4CA6BF73535BD1BFA1209CB4,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
4113349549661F42073B52BE8DE0F934,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
49BDFB5644E57FFDCA8C20999C4CFE0E,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
4EDA0D454FBDD2F609CC56B3C0EDEB72,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
4F4055FF4B960236408F3FB70E213BC7,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
502E70BE43412409B0E9C386D15426FB,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
648B462B4DB81F626AE4F1AFCF013C43,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
665004C04F113D43E752C29C777911FE,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
C243F14F44ED5B7806550FA889E41246,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
DCE6AE0F472FA223547EB38A2B2A5AD7,Birmingham New Street Platform 02,伯明翰新街站 2 号站台
041CF11B448815BF696779A1314B0EC8,Birmingham New Street Platform 03,伯明翰新街站3号站台
0E334E88438B574D0A9E85B2A3E4E5CD,Birmingham New Street Platform 03,伯明翰新街站3号站台
1D9894BF49D6F3A01588B78C44E10DD4,Birmingham New Street Platform 03,伯明翰新街站3号站台
8949960E4CCE60461C5335A2413DD8A3,Birmingham New Street Platform 03,伯明翰新街站3号站台
8A0C6127461890D8E15D2B8F64F8BA57,Birmingham New Street Platform 03,伯明翰新街站3号站台
BAF34E854BCBA53B46CD05BCF200585F,Birmingham New Street Platform 03,伯明翰新街站3号站台
