key,source,Translation
21B55A9841DFB93B86E4C49697955BEC,Driver Assist,
424F40784AC97C6FCD2CBAA59A7B5503,Driver Assist,
42511E8548107332816C47AB4A1FB442,Driver Assist,
74C29FEE469CA97524C022A822AA0C40,Driver Assist,
76EE0DAF458F6DF6D77D46AB4B1404E1,Driver Assist,
7C3FFF484827F94C33717A9F50696980,Driver Assist,
A8AD3A6F400F6A5B042BA391B8290058,Driver Assist,
D807FD2B46857C349CDF2BB85D75AFFA,Driver Assist,
DEC06794463F4A4A19EF70861651B4FC,Driver Assist,
E3AE73734CDCA49F3D2F80B3C7B7DDDF,Driver Assist,
E723769E4EC3D27657EEF0B0CDA4C7A6,"Driver Safety Device is in emergency, bring train to a stop and use vigilance pedal to clear this Emergency Brake",
5F0C40234BB0862768C6A0A806B7EFBC,"Driver's seat",
649CC8E54E1505E127FAD1ADFAA4A9D3,E,
DA32F4774153CF2D462E098D7AD9E01A,ED Brake Isolation,
B434331B4A8CA1B9964CB899655E586E,EMK Class 350/1,
FF3808A04E7B8741C1460782328E50DD,EMK Class 350/2 [4car],
8D34EDDB4FB43781FD8968A5E47ADCAA,EQ,
0769EF23434D6C7D0DEA9DA92FFB5CAD,Electric Multiple Unit,
0B4EEDD546F0CEF24D6EC79687ED5677,Electric Multiple Unit,
29EA1913447F1520649EE19F501C4260,Electric Multiple Unit,
2B013A1F4A6252EED004F2A8A70CC26D,Electric Multiple Unit,
2FEDDD0A44E348963C6159961493C73D,Electric Multiple Unit,
78EF0CA8423AB0B552A19FA8C300DE43,Electric Multiple Unit,
B67C8A324505A5578DAA1AB4B17AAC62,Electric Multiple Unit,
D4E2CA2C4D706F8F17F4B49463A4095F,Electric Multiple Unit,
9C24F816437104214ECA90AA84F3B548,Emergency,
D0638C8C4D2F34D08661469132688AFA,Emergency Brake,
DE5BE1234F6EE892FC35D28351A75A9F,Emergency Brake,
2E9D98E1418E7FC7D9B1AB94721947FE,Fan Speed,
C6BF20004371DB3EC947E8B2434D89E1,Forward,
19598C834CE9E54F40950BBE7ABB62A7,Front,
2CF8852D40C3B773875CBE88D2E04883,Front,
E28548044A24866559184E853CAC29F0,GSMR,
BA6BD55F442CB914188D29A2E823EB52,Guard Key,
0B399C594D0953B0158282BFA9566C13,Guard Panel,
46C508E442625D4F380850B9DDB82F71,Guard Panel,
5F4DE4074796F501D480D98DBA7AB43A,Guard Panel,
6C36EFAB43C880BA76A9CF86AA7E22F1,Guard Panel,
FE14926F4E742AA425D060B890C11B9E,Hazard Lights,
DC6E4F9B4E11D3D8B5F20B9D3F51A5E5,Head/Marker Lights,
C7FFCFE4457830FD540DD49FE4F3BA3C,Headout Left,
9DAE1FAE4E6CC979E4AB869DA24D9519,Headout Right,
6E21B79A48D0AB00B63B379125D2C5F5,High,
7B58EAD944B7038B8C1CC78B9B51BCD9,High,
E67413B9496F8219070684A366D06A1A,High,
BBA78452485264AB8DF6C4B0B4134545,Horn,
D2BCCFD94C51BC18776D46B879912642,Horn,
F60A19A5459FFDB924095283A92E1D0E,Increase Brightness,
C4E0E1024B34B068ACD660BA61EB304A,Increase Volume,
A07C991C448467D022ED28811178F163,Indicator Lamp Test,
02DACF6F4743820436A0F88E1D6606FD,Insert and set the Master Key to ON and set the Reverser away from OFF to activate this cab.,
C27DEF754F9EE1BC33C8849C86A9BF77,Instruments + Desk,
C9A1EE0D4D9CF3E727A83F9AF38EEA17,Instruments + Desk + Timetable,
474B15A244394C88B7751E9DD01110A6,Interval,
0CD45BA0470883BADB5F87B602244667,Isolated,
531C310F42EF0FD31EA1F6BFE003216D,Isolated,
6B038B72441979645DEA668E43A78240,Isolated,
6DC15B7D4E893A2B95E0E69807677686,Isolated,
95046D094398C6AC06AC1784A66BD21F,Isolated,
F40BD0054D632505318EF7AF204671F2,Isolated,
205E00DE4B40C367B2E372847BDE1FB2,Isolation Panel,
C3699E7546B5011226E2F8A145DE84B7,Language,
7A541188439E24E0F0CD00B6F6F2C863,Left,
14C2DECB438434ACB70F6B980C0D546D,Low,
BCE224714E5818CEA3A4F3933A27086A,Low,
FDA286B940FBBA1F289822AAB0F0E9FE,Low,
3A7AF5AD4E0BA65A641259846808315C,Low Speed,
9FEF4DF24DCD2135A5A7CCBDFC41F2FE,MR,
C82B5F0D42F490D34DA62FA3A6292912,Marker,
73D7C5C4408EDDFDBD1EE1B274C10438,Marker Only,
18259174477D49D87AFEEE82D41945D3,Master Key,
E222071F4E766AEE19FE7CBDABFE2E4E,Max Brake,
2BFC0B7F496021E250F6C493C51EFC45,Min Brake,
A22659974BDF3B1A75067E8FCAD4A12B,Move the Power Brake Controller to OFF and then set the DRA to OFF to disable the DRA.,
740863EF4E3B4E99FBACFCA41194DD9D,Neutral,
FB6E13674E5F71498F5E4EAD636D1C1C,Next Destination,
C9C978F746BAE5BD68131F86BBD3E4C1,Night,
6CE29DCF4A460501C705D5A329544064,Night Light,
31D9674D486CE4A3A9575FA289BB8F80,Non Driver Side Wiper,
7BB60B9B45FE1835ADA973AACBDC2B03,Non-Driver Side,
3615197E4C64B3B150D7D5AD9C6D4ABF,None,
9C8F406547CFA80FF0EDE0983B3B48F3,None,
02B24FAA4A110F80B4CE8DB095FF5D29,Normal,
09C0933742F3835826F97991BF4F6D3F,Normal,
15E30C584BB3CBA9DBFB1791E269B8F5,Normal,
1E7227CD435B32C513215085C83D7934,Normal,
447279D4494939268DE40AAB48D2E470,Normal,
725D1BC24F7E77C041E4E1A87FBD44DD,Normal,
8A9D0FC64D3AF512CDFC9D855B6698C4,Normal,
FBD8134F4340F78169BC45B9372A609E,Normal,
0D26941E415A7110B87EBA9C5AC0D733,Off,
148406CA4FD8E953F5D1F9868154F030,Off,
17EB3E1646F9502E178370A3C55588EF,Off,
1F055E494F09F7768610C982DDAE2A1A,Off,
25A48BF2490EC9A3E24657AE439D6F5F,Off,
35211798498233B6ED5D13A52A6CF28B,Off,
45B6607D4A8902E1F39B3AA0DEBEC37B,Off,
6796D15642CEBF97068E1387D1427271,Off,
67F9202749662A833248B096BD9B0FC0,Off,
7127AEF54B208C3BA28B66B220CCE0AB,Off,
7CE64E46443EE5700D6A318FD253D2E0,Off,
7DF424A4418F2F19C61C70A417088842,Off,
7E82004E46B4E0EB3ACDC683E4951698,Off,
B8D24E96451302B7940A3FB70E5FC29D,Off,
BA0FB5AB4A548FB8251BC4B5F6048888,Off,
C10C6AB9400829B387C438B2F5DC3E64,Off,
D0D26CEE4FDFF78709E102B720DC24E5,Off,
D306114F4A445B052B3725B039A0B6C1,Off,
EE2C2D25488A3F886C3D8F98764519D5,Off,
FBA9301C41A398830A849F86E1B4EA95,Off,
3170680D4E792D47411816B6F8CDE33F,On,
31DFE9984E595287165907B163215033,On,
373B0E344FC4BD25953411A712230864,On,
43E1274B475351E57FFF99963660468E,On,
4F4C27F047A011466C5C6D898E6098A3,On,
52E29F5B4397D94E47D9D2A3434E3A2E,On,
56B5ECCE41E88425172AF5ABFCEB42A1,On,
5AAB90174EFF247247B6618D57BAD592,On,
6D56FD834471548AD77E3984541EE5C3,On,
6E00A45A44C7B66D2BD42287D9C54559,On,
A15C873D48CA5C2EA6E061900E06DC4D,On,
A7CFEE9E4ABE4FEA7BA76B81656D0CB0,On,
ACD8E1024AD99E29039E5C990EB2E77D,On,
BE06D2E0481F2E228537ED8BC170EF4F,On,
CAD1F39E4DBB1A3CEBC8838CCFBFBCF9,On,
3C66E3CE4FB867BC3EE911B252C0D7B6,On/Off,
3A4F845045418FB7E4989183CE4704F7,Open,
429FFA6F44F1EC9457CFAF936E14E7B9,Open,
632E033E4FC5FBA9C1447B9D2216226C,Open,
A73416A148E3BFF3C9FD70B87DD21B7F,Open,
AC00FD8040DD3827586BBDA191D32E28,Open,
CB7F6AAA4EEB3831AC1BA19512D8BC1C,Open,
06E78DB344C4043006F6C2A929587A0C,Open Cab Door,
95850C0742C363B8449ED182B23E6BBD,Open Local Door,
BF558CB343689F71E50CED9D8C80B9BB,Open Local Door,
BFE202A4474D8859D7C0669313D7E74F,Open Local Door,
E6C253FC4EC1BDC66E062F86AACFCF63,Open Local Door,
AA40D5BE4ACD71028468EBA554637C83,P-{PowerPos},
8B9DFF934D2BD2E871204C8D033BB91D,PBC,
708E7ED14A8A6FFF77173D979ACF7447,Panto/VCB,
23A068F640655CAC5FA389ACC64BBF0F,Pantograph,
8FF8F91D442CCC6D3863448FD3C04DCA,Paste,
3545AF10428FC176810877BE88963196,Pedal,
8BFA39564479D6B339E9239732E981AE,Power,
F27DA20246F3E6EF79DB6A8C693BD3B7,Power Reduction,
0365A7414629A69DE85407A8F36F0969,Pressed,
0677EE6349C1CABDA69902BD335B05C5,Pressed,
0A3193984E5996BFC77796B9712CA141,Pressed,
0B01AA24417EA654EF24E286448ABC80,Pressed,
0CF7FA7F4CB62BB73533C39656F930D2,Pressed,
0E057F374BCE3EC16117DF9D537B5056,Pressed,
12D410914F17B7C93BC99395FAC138C8,Pressed,
13EB924E4AC06F9EB99DF49864E65464,Pressed,
15DF4C024AC806C13AA8B19C38394FB4,Pressed,
1657E1DC438C08560CFF699152506CD5,Pressed,
16C101B144E13DC42CCCD6A79B6BDF87,Pressed,
183A946140D79618EFADC1BD1910E2DB,Pressed,
1A3DDFC2496345581F883D9E4F33FF35,Pressed,
1AE1E2454C9AB4ABAA53EE82FE682D19,Pressed,
1BA11FA447D927BEF183B5BC8B4D9813,Pressed,
1DD146B34A5562BAFF335FA1CC1B617B,Pressed,
22975E824313501D30FBB08756B91BBF,Pressed,
22F5CC6F4B02147F71318280A0A63E6C,Pressed,
33774C1C4B319FBD4F878797A8996D12,Pressed,
35C97CD44A7A7D7DD15010B871ABEF57,Pressed,
37CACCC24F4CFD824507F5A723930DAA,Pressed,
38D3FC80456B678ECB1EEDB52A6589D6,Pressed,
39CF570241FB4B69E5F892A55387804D,Pressed,
3A9D2EAA4D0591F0D8A46488A0BBA02B,Pressed,
3B4BB2F745AECF6BB8B41384C99F0E72,Pressed,
3D9B52334D06314CD64AF1915C2DF6A9,Pressed,
3DB55A5D422969DBBD190794C1D1240D,Pressed,
3EEA5F8647EE90121948A2AC2B03EFD4,Pressed,
40854BC84DB59FAAB336B7A2B12261F4,Pressed,
42D7E6F349C6DA2706E686AB2595222F,Pressed,
4508175140380C78215A76899FEE73DD,Pressed,
450FF24845A63F029225D0841F31F14B,Pressed,
464A18C1486B20320484AFA852D28120,Pressed,
4D37A66D44C8543FC112B69C15E75955,Pressed,
5A40F9EB4C4E825BEFBF3A917F19B971,Pressed,
5BC2C31D4D16C8F8428B108961B78C51,Pressed,
5EBE4C884554A8D1ACB5F7AF743F91AF,Pressed,
5FD57015419B014971435E874B4003E7,Pressed,
6257847A4CCEC3B3D203248BE9D7C93D,Pressed,
629BC69E45E5B8DB56881CB57BBEA8F5,Pressed,
634E999A4CA12752B0952D964DF12E72,Pressed,
6458BE0742EDB88EF6C0B7B4012F9C51,Pressed,
64BD7E2C46A917A680F429A42C7C1B97,Pressed,
6ADCD32247BCF3CD5B432DBDDB48B14C,Pressed,
6E345B4D4C9C33EC9ED38AA7D024034D,Pressed,
700A160E475DC03009AEC0AF6C46F5F8,Pressed,
701328EB4BC75094BCA804B6E5C2CB94,Pressed,
73B73D3643C1B7B3C145C18E6F7641DE,Pressed,
8022982C4A2D1E43DE6B5FA81A005E10,Pressed,
80D81D754C3E5D2757D24D83E477F888,Pressed,
87F28E4245069DD418D8A0877A075580,Pressed,
88BC767A420D15D1EC2C97A3281EAE2A,Pressed,
8D2258924934755D4B999EAC925148BC,Pressed,
9183B8E640EC00FDD0382394FBB12C78,Pressed,
922EBBF949FFDE52E637FFA3F978F3FF,Pressed,
92B848C74E7AB9B05362DC9E0BAEFA88,Pressed,
98AAA50F46D099EF05AD3CAD94B6CD33,Pressed,
9D3416564A81EF5B4E127E95429A6EB7,Pressed,
9D6AA7064DE733DE75831BB0B758D581,Pressed,
9F8177B24322D8F5008343AC1504E922,Pressed,
A4E2B593446AE650D0E6139B165A808E,Pressed,
B00BB7F14A88947178FB6C8F87870EF0,Pressed,
B0E2085C4753363ACCFE6FA948C05F69,Pressed,
B2FCA6774F126C2581A099A9C87A3C48,Pressed,
B8E650FD44A01451EFB575B3DA838A42,Pressed,
BE5ADD35433BA689AB66BB97577739FB,Pressed,
C1CB610D453AEDC3749E34AF8B0C93D1,Pressed,
C35146414929E6DB092F5F83783A2821,Pressed,
C3C8AF634CF247BAC96D13AF77CAD018,Pressed,
C6C874DA430036E57A5B998BECC46FD1,Pressed,
CF1958A1405B32F5C77095AA0EEBB91B,Pressed,
CFDF78814FA99C64A9C243AD4050E236,Pressed,
D8D895004E98FCBE31C615A67BFF51F1,Pressed,
DEAEF038425B6BD1DFAE32A76FE57CDF,Pressed,
E1F9A64B4B8F981B7661A481D53EC5B3,Pressed,
E727D68D4B1ADB7EDBF9DD82D1610672,Pressed,
E8EBD9C84A8C0E52CFBC88AD79950D71,Pressed,
EC2C887B4CFF56CF2E97E18CE5EE354F,Pressed,
EEFBCA2145323D7DDAFE5AA59C113972,Pressed,
EF1A704A4CC1EA4F94852A8C47E1D894,Pressed,
F13128DE4F7E7BB7CFC0D89382686987,Pressed,
F2F2E2FD419323CB3CD4CE891AE895C7,Pressed,
F3A562B34FFCDA5D59CE5DA999B5FB1F,Pressed,
F5B76CA94CE1C0D2B1551FA23C651347,Pressed,
F5C71ED74A7F4CF6D71DEF9BD9E96300,Pressed,
FAD6E7954A5D790DB13C88A6839D4CC9,Pressed,
FE29F4EF4CB1CAFB973764B04A93DFF0,Pressed,
F3E162D44F7E148DA4585F9D12D2CD5B,Quick,
0B65B865466CCEEE6C80E5932FE8C8B1,Random Fault,
2C9B4D5F47C5F812DE26E6A46D06FA55,Random Fault,
353F1E844FB8AF0611F87CBD5C081938,Random Fault,
8A38DAE4436D460FD95C16B9B07F3E5D,Random Fault,
AAB099E3408878E72C6FEEB65518FD58,Random Fault,
E81ACA1A4D5B347E63720EA84882253F,Random Fault,
346CC5504FF8F399080040A81B82BEE6,Rear,
DEFE009D488D07E40BDB08BEFD9201A3,Rear,
B938CED14E0D7C17DB6FF598BB3F3162,Release Cab Door,
59A9A2E64BE7430775CBD5A59D1C157F,Release Doors,
D177F73949369C50F281E59778174794,Release Doors,
093BDC7A4C5C76FC761E2B91BD4C1FD8,Released,
1B05592B48C9C8C3ACF3278CC03D5B1F,Restricted Drive,
AC10CCA140F5A1BF3A87C6BE256A65DB,Reverse,
8046F86E4A7F71CCCCAC10BDD47DDCA4,Reverser,
E9BECDA747B9597003491192A06A3452,Right,
C61AF3784077E19CB617DE9A54BFFF46,Safety Systems,
D9A2573D4A472DA1A17399B026145B31,Saloon Light Off,
23F7213A4EF0FBD01878B6800D386859,Saloon Lighting On,
6B50F67D42126BDDD06450A2B096E886,Sand,
7BCE841D48CB596B1616748B949A7264,Seat,
DE4576B247709F28C1E096AB4CBDC547,"Select AC or DC power mode by pressing AC/DC Power, then turn the Panto/VCB switch to Up/On to close breakers.",
3A0EB0D743953D610D501FA17346EB05,Set,
1927EEB0482771241BD740A859695544,Set the Reverser away from OFF to activate this cab.,
7C8BB1144E75008FDC97CD8769C9775A,Set the direction of travel to FORWARD or REVERSE before applying power.,
0BEDA64B42B8468A31D804A81D916D6C,Siemens,
417A48BA49ADC79BF83448943D4F8233,Siemens,
58CBEDDB48FB5AF4796D328D5F869E6A,Siemens,
6556EDDB43F7DF0688097F84E8BFD214,Siemens,
6E59557941CF6A56168332A202FBFE3C,Siemens,
99BB08F04F1575ED962E609139B9475B,Siemens,
B671ADA543D390E99510F0A4B9DEDA28,Siemens,
CE5838AB4C98A79229AB8BB0172B55E6,Siemens,
4796CD3D4784FA6342F9D8A4613388EB,Siemens asynchronous type 1TB2016-0GB02,
73B368CC449D5A5DB0B65986C3D11C7E,Siemens asynchronous type 1TB2016-0GB02,
9EE560B84D007EEFE36CB691C45E9FAA,Siemens asynchronous type 1TB2016-0GB02,
B77F274043A5A98E5981D487E69B1FDF,Siemens asynchronous type 1TB2016-0GB02,
097FBAB647458C5AD7F2568F30A49AC6,Signal,
11D57899441A2F26A263068AAC87B1C9,Signal,
2CE733ED48873CE136550399C5015186,Signal,
3EC113C0416FCFBF5CAB75986CAC1BF8,Signal,
BBCE64B5461D97AED6579D9829F8C9FB,Signal,
CBCC5EB1477084A9994C06AEF0CCDDF5,Signal,
F7C68382441F5EDCB852D6AF31DF1553,Signal,
85B988FE4CDB39CFE2C186A206AB18B2,"Sit in Driver's Seat",
6C7E25C3446685C466669383671DE6D6,Sit in First Class Seat,
CE1C7A9B49BB2FEC166DE583D59FDC03,Sit in First Class Seat,
FCCBC03E411BD729418AA5BBFE7B8F11,Sit in First Class Seat,
BD1CE1C54A1925D4300F41A843B70538,Sit in Non-Driver Seat,
1A7A00CA4687288220AB238BBDFC4D95,Sit in Passenger Seat,
38BB63FC4C379809295DCDACF8EC7C49,Sit in Passenger Seat,
392F4E5747FE5E666A26DE8ADCF83B49,Sit in Passenger Seat,
514A12764B66B07899B5ED9DE75AB859,Sit in Passenger Seat,
5EC62646468241B9274C23B2B0305C6C,Sit in Passenger Seat,
5FF2F6834B6C4D34961887B09E3E2A2D,Sit in Passenger Seat,
689D14984D1C159E2630D3B53E9F4B74,Sit in Passenger Seat,
B03627414D9E0CD4425FFFAE6908DDA1,Sit in Passenger Seat,
C1AF374D4DA01E3424B7CF998A0D9970,Sit in Passenger Seat,
E0B453EA426409237DD29F95973E768F,Sit in Passenger Seat,
E1D14EA64FF442250FF1E1908302FE05,Sit in Passenger Seat,
F8E9F50B4484A058827A3A9228AF6B8D,Sit in Passenger Seat,
34BFDC4341466CB1EDECA0A364DE7472,Slow,
39E366A847FF9F76FAD56C9B2C89EECC,TPWS Cut Out,
0A675C4E4A245FF94B85E0ACB30E7242,TPWS Temporary Isolation Cover,
06BABA4F44D7598958E9CB851C934D86,TPWS/AWS Isolation,
922E9580486D84972F5634B172B97FA2,Tail Lights,
D30447904F5258E7FF2391961A15F6BE,Temporary TPWS Isolation,
00BA4BE5495658F15870C7A475BA7292,Test,
F534F8A04E49AB875240DFB9ED9148DA,"The TPWS fuse has tripped, bring the train to a stop then reset the fuse.",
842C6D38457725D270FC86A185D4F9AA,The Windshield Wiper appears to have become stuck.,
2E31D363492442ECF22BB288CE790797,The fault has been fixed.,
0CA57BBB4EF64115C43EFD9E43DC8938,The pantograph is blocked. Bring the train to a stop and try dropping the pantograph then raising it again.,
733434AB48B77263C4ED8CBFDE49FBD0,Third Rail Collector,
AFC1BB2E4935666AFEEC3CA682C02987,This passenger door has been unstuck.,
2F8D34094F40DD3C50FADBBA0C87365A,Traction lock will not release while the passenger doors are open or unlocked.,
D9C808B648913ED421C878BC03E734F2,Traction lock will not release whilst either cab door is open.,
1BEAE7AD40895E318A5EADB6DB705C94,Train Management System,
02CF34694E2224EE0557658571C3B44D,Train Stop Override,
1FE20D7548669C78F9BC34B65A1D15F0,Uncouple,
11CCFC5E48E79243D4BBA38DE99887F9,Unit Deselect,
E90A59C746481DCBAC00B1AFCB32AFB4,Unit Deselect,
556F1D8D41A3FDB805A269AC07DCC165,Up,
883032334B5E2EFD50CD57BB604EB38D,Up,
A63CB3D041D6C5F9E350BF90575D0909,Up,
FAF718784F70456BFD48EF9095604744,Up,
B069288043DEC08EF997F5A4095A84DC,Used a Cab Door,
83A8A4CC47B25186DC1B248E872F978E,Used the Cab Light,
8DB7941742DC0A862489E5AC13CDEF7F,Used the Door Unlock,
0866B6F84B2E6DF40C286DA1DA0C9159,Used the Headlights,
F3833F96435E01FAF81C3680B88D61AF,Used the Horn,
0DB33F38457D0911F1BB29947F6E03BF,Used the Passenger Saloon Lights,
B532CBAE4A0973683997A0B08F56F70E,Used the Reverser,
A3C44AA54FCC8A9409BB4592BF877BB0,Used the Throttle,
231E4FAD4825B18BC834338C7274F780,Used the Wipers,
E77AEB884E4EE9DE5E493197DFD3BF54,V=0,
17EE465D4B0241D75BA8A9B4173196D0,V>0,
9195AC54446CEFE5202A25A13E7BB918,Vent,
